Book Name,Author,ISBN 13,ISBN,Number of Pages,Average Rating,Total Number of Ratings,Publication Date,Date Started,Date Completed,Name,Series,Volume,Goodreads Url,Description,Genre,Image Url,Low Links,High Links,Publishers
"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,,,467,4.25,133941,2016-08-30,2021-05-17,2021-05-20,A Torch Against the Night,An Ember in the Ashes,2,https://www.goodreads.com/book/show/25558608,"Elias and Laia are running for their lives. After the events of the Fourth Trial, Martial soldiers hunt the two fugitives as they flee the city of Serra and undertake a perilous journey through the heart of the Empire.
Laia is determined to break into Kauf—the Empire’s most secure and dangerous prison—to save her brother, who is the key to the Scholars’ survival. And Elias is determined to help Laia succeed, even if it means giving up his last chance at freedom.
But dark forces, human and otherworldly, work against Laia and Elias. The pair must fight every step of the way to outsmart their enemies: the bloodthirsty Emperor Marcus, the merciless Commandant, the sadistic Warden of Kauf, and, most heartbreaking of all, Helene—Elias’s former friend and the Empire’s newest Blood Shrike.
Bound to Marcus’s will, Helene faces a torturous mission of her own—one that might destroy her: find the traitor Elias Veturius and the Scholar slave who helped him escape…and kill them both.","['Fantasy', 'Young Adult', 'Romance', 'Young Adult', 'Young Adult Fantasy', 'Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463675717l/25558608.jpg,"{'1x': ['https://m.media-amazon.com/images/I/91WMAfEcwmL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/91WMAfEcwmL._AC_UY654_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/71U-o7taxiL._AC_UY545_FMwebp_QL65_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/91WMAfEcwmL._AC_UY327_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/71U-o7taxiL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71U-o7taxiL._AC_UY654_FMwebp_QL65_.jpg'], '2x': ['https://m.media-amazon.com/images/I/91WMAfEcwmL._AC_UY436_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/71U-o7taxiL._AC_UY327_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/910H9wkVq3L._AC_UY218_.jpg'], '2.5x': ['https://m.media-amazon.com/images/I/91WMAfEcwmL._AC_UY545_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/71U-o7taxiL._AC_UY436_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/910H9wkVq3L._AC_UY327_FMwebp_QL65_.jpg'], '3x': [], '3.5x': [], '4x': []}","['https://images-na.ssl-images-amazon.com/images/I/91WMAfEcwmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81PpPAh5ojL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61qfYqs-JiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61UkGA5o7EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Q8sQsSwuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rsxz1btVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71U-o7taxiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/910H9wkVq3L.jpg']",Razorbill
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,9781408855652.0,1408855658,332,4.48,8581826,1997-06-26,,,Harry Potter and the Philosopher's Stone,Harry Potter,1,https://www.goodreads.com/book/show/3,"Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.
After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.
Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.
Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.","['Fantasy', 'Fiction', 'Young Adult', 'Fantasy', 'Magic', 'Childrens']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SY475_.jpg,"{'1x': ['https://m.media-amazon.com/images/I/81m1s4wIPML._AC_UY218_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/81m1s4wIPML._AC_UY327_FMwebp_QL65_.jpg'], '2x': ['https://m.media-amazon.com/images/I/81m1s4wIPML._AC_UY436_FMwebp_QL65_.jpg'], '2.5x': ['https://m.media-amazon.com/images/I/81m1s4wIPML._AC_UY545_FMwebp_QL65_.jpg'], '3x': [], '3.5x': [], '4x': []}",['https://images-na.ssl-images-amazon.com/images/I/81m1s4wIPML.jpg'],Scholastic Inc
"In Search of the Edge of Time: Black Holes, White Holes, Wormholes",John Gribbin,9780140248142.0,0140248145,288,3.92,141,1992-01-01,,,"In Search of the Edge of Time: Black Holes, White Holes, Wormholes",Standalone,1,https://www.goodreads.com/book/show/755125,"Once the stuff of science-fiction novels, black holes, and their even stranger cosmologican counterparts, white holes and wormholes, are now the subject of serious inquiry. Physicists who formerly shunned these astrophysical eccentricities have begun to theorize about them and search for the physical proof of their existence with the zeal of converts. The unavoidable conclusion of this research is that these rips in the fabric of spacetime are not only real, they might actually provide a passage to other universes and travel through time. This book tells the story of the theories and discoveries that have led scientists to these conclusions.","['Science', 'Nonfiction', 'Science', 'Physics', 'Space', 'Science']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178070765l/755125.jpg,"{'1x': ['https://m.media-amazon.com/images/I/4105RP9BQGL._AC_UY218_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/4105RP9BQGL._AC_UY327_FMwebp_QL65_.jpg'], '2x': ['https://m.media-amazon.com/images/I/4105RP9BQGL._AC_UY436_FMwebp_QL65_.jpg'], '2.5x': [], '3x': [], '3.5x': [], '4x': []}",['https://images-na.ssl-images-amazon.com/images/I/4105RP9BQGL.jpg'],Penguin Books
The Birth of Time: How Astronomers Measure the Age of the Universe,John Gribbin,9780300083460.0,0300083467,237,3.88,165,1999-03-11,,,The Birth of Time: How Astronomers Measure the Age of the Universe,Standalone,1,https://www.goodreads.com/book/show/1920128,"How old is the universe? This engrossing book recounts how scientists have achieved the definitive answer to one of the great scientific mysteries of our time. Research astronomer John Gribbin tells the story of the struggle to determine the age of the universe and offers an insider's view of the thrilling breakthrough of the 1990s, when Hubble Space Telescope data revealed that the universe is between 13 and 16 billion years old -- older by at least one billion years than the oldest stars.","['Science', 'Science', 'Physics', 'Nonfiction', 'Science', 'Astronomy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1190334687l/1920128._SY475_.jpg,"{'1x': ['https://m.media-amazon.com/images/I/7162jctkYPL._AC_UY218_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/7162jctkYPL._AC_UY327_FMwebp_QL65_.jpg'], '2x': ['https://m.media-amazon.com/images/I/7162jctkYPL._AC_UY436_FMwebp_QL65_.jpg'], '2.5x': ['https://m.media-amazon.com/images/I/7162jctkYPL._AC_UY545_FMwebp_QL65_.jpg'], '3x': [], '3.5x': [], '4x': []}","['https://images-na.ssl-images-amazon.com/images/I/7162jctkYPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xw4bsRHYL.jpg']",Yale University Press
Einstein's Masterwork: 1915 and the General Theory of Relativity,John Gribbin,9781681772127.0,1681772124,240,4.03,219,2015-05-07,,,Einstein's Masterwork: 1915 and the General Theory of Relativity,Standalone,1,https://www.goodreads.com/book/show/28943755,"In 1915, Albert Einstein presented his masterwork to the Prussian Academy of Sciences—a theory of gravity, matter, space and time: the General Theory of Relativity. Einstein himself said it was “the most valuable theory of my life,” and “of incomparable beauty.” It describes the evolution of the universe, black holes, the behavior of orbiting neutron stars, and why clocks run slower on the surface of the earth than in space. It even suggests the possibility of time travel.
And yet when we think of Einstein's breakthrough year, we think instead of 1905, the year of Einstein's Special Theory of Relativity and his equation E=mc2, as his annus mirabilis, even though the Special Theory has a narrower focus.
Today the General Theory is overshadowed by these achievements, regarded as 'too difficult' for ordinary mortals to comprehend. In Einstein's Masterwork, John Gribbin puts Einstein's astonishing breakthrough in the context of his life and work, and makes it clear why his greatest year was indeed 1915 and his General Theory his true masterpiece.","['Science', 'Nonfiction', 'Science', 'Physics', 'History', 'Biography']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455904002l/28943755.jpg,"{'1x': [], '1.5x': [], '2x': [], '2.5x': [], '3x': [], '3.5x': [], '4x': []}",[],
In Search of the Big Bang,John Gribbin,9780552131469.0,0552131466,432,3.97,256,1986-01-01,,,In Search of the Big Bang,Standalone,1,https://www.goodreads.com/book/show/479476,"In this radically revised and updated edition incorporating the latest scientific findings, science writer and cosmologist John Gribbin explores the origins of the Universe and considers its ultimate fate.","['Science', 'Science', 'Physics', 'Nonfiction', 'History', 'Science']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394335732l/479476.jpg,,,Corgi
13.8: The Quest to Find the True Age of the Universe and the Theory of Everything,John Gribbin,9780300218275.0,0300218273,256,4.08,336,2015-10-01,,,13.8: The Quest to Find the True Age of the Universe and the Theory of Everything,Standalone,1,https://www.goodreads.com/book/show/26196560,"A celebrated astronomer makes a powerful case for the harmony between two of physics’ most important and seemingly contradictory theories
The twentieth century gave us two great theories of physics. The general theory of relativity describes the behavior of very large things, and quantum theory the behavior of very small things. In this landmark book, John Gribbin—one of the best-known science writers of the past thirty years—presents his own version of the Holy Grail of physics, the search that has been going on for decades to find a unified “Theory of Everything” that combines these ideas into one mathematical package, a single equation that could be printed on a T-shirt, containing the answer to life, the Universe, and everything. With his inimitable mixture of science, history, and biography, Gribbin shows how—despite skepticism among many physicists—these two great theories are very compatible, and point to a deep truth about the nature of our existence. The answer lies, intriguingly, with the age of the universe: 13.8 billion years.","['Science', 'Nonfiction', 'Science', 'Physics', 'Science', 'Astronomy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448570927l/26196560.jpg,,,Yale University Press
Computing with Quantum Cats: From Colossus to Qubits,John Gribbin,9780593071151.0,0593071158,304,3.75,483,2013-06-20,2021-05-14,2021-07-03,Computing with Quantum Cats: From Colossus to Qubits,Standalone,1,https://www.goodreads.com/book/show/17999205,"The quantum computer is no longer the stuff of science fiction. Pioneering physicists are on the brink of unlocking a new quantum universe which provides a better representation of reality than our everyday experiences and common sense ever could. The birth of quantum computers – which, like Schrödinger’s famous ‘dead and alive’ cat, rely on entities like electrons, photons or atoms existing in two states at the same time – is set to turn the computing world on its head.


In his fascinating study of this cutting-edge technology, John Gribbin updates his previous views on the nature of quantum reality, arguing for a universe of many parallel worlds where ‘everything is real’. Looking back to Alan Turing’s work on the Enigma machine and the first electronic computer, Gribbin explains how quantum theory developed to make quantum computers work in practice as well as in principle. He takes us beyond the arena of theoretical physics to explore their practical applications – from machines which learn through ‘intuition’ and trial and error to unhackable laptops and smartphones. And he investigates the potential for this extraordinary science to create a world where communication occurs faster than light and teleportation is possible.","['Science', 'Nonfiction', 'Science', 'Physics', 'Computer Science', 'Computers']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394419211l/17999205.jpg,,,Bantam Press
The Time Illusion (Kindle Single),John Gribbin,,,35,4.08,540,,,,The Time Illusion,Standalone,1,https://www.goodreads.com/book/show/31311948,"Albert Einstein said “the distinction between past, present, and future is only a stubbornly persistent illusion”. So, why do we perceive a flow of time? Is the future “already there”, and is the past “still there”, even though we are only aware of a single moment of time?
Drawing on the latest ideas from both relativity and quantum theory, award-winning science writer John Gribbin (In Search of Schrödinger’s Cat) addresses the questions that have baffled philosophers since antiquity and Zeno’s arrow paradox. Along the way, we find that in the quantum world it is literally true that a watched pot never boils, and learn how physicists have come to terms with the idea of the four-dimensional block universe as an explanation of the distinction between past, present and future.
Why do eggs break when we drop them, but never unbreak? The Universe as we know it began in a Big Bang, which in some sense marks the beginning of time. Is it possible that we need to invoke the Big Bang to explain why we never see unbroken eggs? This idea glories in the name “the past hypothesis”, but many physicists regard it as no more than an attempt to sweep the problem of the arrow of time under the rug. Read The Time Illusion and see if you agree!
(less)","['Science', 'Science', 'Physics', 'Nonfiction', 'Philosophy', 'Psychology']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470089360l/31311948._SY475_.jpg,"{'1x': ['https://m.media-amazon.com/images/I/91XYN+MBzoL._AC_UY218_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/91XYN+MBzoL._AC_UY327_FMwebp_QL65_.jpg'], '2x': ['https://m.media-amazon.com/images/I/91XYN+MBzoL._AC_UY436_FMwebp_QL65_.jpg'], '2.5x': ['https://m.media-amazon.com/images/I/91XYN+MBzoL._AC_UY545_FMwebp_QL65_.jpg'], '3x': [], '3.5x': [], '4x': []}",[],
Deep Simplicity: Bringing Order to Chaos and Complexity,John Gribbin,9781400062560.0,140006256X,279,3.95,1198,2004-01-01,,,Deep Simplicity: Bringing Order to Chaos and Complexity,Standalone,1,https://www.goodreads.com/book/show/587906,"Over the past two decades, no field of scientific inquiry has had a more striking impact across a wide array of disciplines–from biology to physics, computing to meteorology–than that known as chaos and complexity, the study of complex systems. Now astrophysicist John Gribbin draws on his expertise to explore, in prose that communicates not only the wonder but the substance of cutting-edge science, the principles behind chaos and complexity. He reveals the remarkable ways these two revolutionary theories have been applied over the last twenty years to explain all sorts of phenomena–from weather patterns to mass extinctions.
Grounding these paradigm-shifting ideas in their historical context, Gribbin also traces their development from Newton to Darwin to Lorenz, Prigogine, and Lovelock, demonstrating how–far from overturning all that has gone before–chaos and complexity are the triumphant extensions of simple scientific laws. Ultimately, Gribbin illustrates how chaos and complexity permeate the universe on every scale, governing the evolution of life and galaxies alike.","['Science', 'Nonfiction', 'Science', 'Physics', 'Science', 'Mathematics']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388373561l/587906.jpg,"{'1x': ['https://m.media-amazon.com/images/I/71-4ZHFNF1L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71-4ZHFNF1L._AC_UY654_FMwebp_QL65_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/71-4ZHFNF1L._AC_UY327_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/91G-oxOil+L._AC_UY218_.jpg'], '2x': ['https://m.media-amazon.com/images/I/71-4ZHFNF1L._AC_UY436_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/91G-oxOil+L._AC_UY327_FMwebp_QL65_.jpg'], '2.5x': ['https://m.media-amazon.com/images/I/71-4ZHFNF1L._AC_UY545_FMwebp_QL65_.jpg', 'https://m.media-amazon.com/images/I/91G-oxOil+L._AC_UY436_FMwebp_QL65_.jpg'], '3x': [], '3.5x': [], '4x': []}",['https://images-na.ssl-images-amazon.com/images/I/71-4ZHFNF1L.jpg'],Random House
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,9780812967883.0,0812967887,672,4.1,1556,2002-01-01,,,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,Standalone,1,https://www.goodreads.com/book/show/40941,"A wonderfully readable account of scientiﬁc development over the past ﬁve hundred years, focusing on the lives and achievements of individual scientists, by the bestselling author of In Search of Schrödinger’s Cat
In this ambitious new book, John Gribbin tells the stories of the people who have made science, and of the times in which they lived and worked. He begins with Copernicus, during the Renaissance, when science replaced mysticism as a means of explaining the workings of the world, and he continues through the centuries, creating an unbroken genealogy of not only the greatest but also the more obscure names of Western science, a dot-to-dot line linking amateur to genius, and accidental discovery to brilliant deduction.
By focusing on the scientists themselves, Gribbin has written an anecdotal narrative enlivened with stories of personal drama, success and failure. A bestselling science writer with an international reputation, Gribbin is among the few authors who could even attempt a work of this magnitude. Praised as “a sequence of witty, information-packed tales” and “a terriﬁ c read” by The Times upon its recent British publication, The Scientists breathes new life into such venerable icons as Galileo, Isaac Newton, Albert Einstein and Linus Pauling, as well as lesser lights whose stories have been undeservedly neglected. Filled with pioneers, visionaries, eccentrics and madmen, this is the history of science as it has never been told before.

From the Hardcover edition.","['Science', 'History', 'Nonfiction', 'Science', 'History Of Science', 'Biography']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194141l/40941.jpg,"{'1x': ['https://m.media-amazon.com/images/I/81VtUPd1b1L._AC_UY218_.jpg'], '1.5x': ['https://m.media-amazon.com/images/I/81VtUPd1b1L._AC_UY327_FMwebp_QL65_.jpg'], '2x': ['https://m.media-amazon.com/images/I/81VtUPd1b1L._AC_UY436_FMwebp_QL65_.jpg'], '2.5x': ['https://m.media-amazon.com/images/I/81VtUPd1b1L._AC_UY545_FMwebp_QL65_.jpg'], '3x': [], '3.5x': [], '4x': []}","['https://images-na.ssl-images-amazon.com/images/I/81VtUPd1b1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/910ZVbEb8PL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Vr8oNfDeL.jpg']",Random House Trade Paperbacks
